Feature,real,fake,MeanDecreaseAccuracy,MeanDecreaseGini
winner,-0.2179999448389492,6.540336436880892,4.919879533693432,3.1230278271064904
high,2.178069348116483,4.0593147881874545,4.903261056543694,4.044551300248804
month,-2.00560343825375,6.893765306772458,4.894959578744333,6.388916178646084
place,1.6238012187747777,4.826649808132111,4.881832315179527,5.31093936728093
director,2.6054711229534404,4.183266847272705,4.879658851996392,3.1592551173975014
excit,3.0709402671830963,3.8575541048934,4.876123958334015,5.629308924229958
content,0.5907865492665968,5.720078020085387,4.873172156676939,4.646402994484817
mind,1.2210008596554822,5.358437518938494,4.868916083089388,2.3514035353344087
photograph,2.0802983344310557,4.6908926215920586,4.813459660521456,2.91226789194508
girl,0.5878044747489518,4.934903147654617,4.808824582700463,5.317858331851797
star,1.288112540345382,4.538182829048498,4.801141262393711,10.076846243652156
countri,5.869202461116042,-0.8164676329118797,4.790177344905238,5.058785586035736
name,1.1676699674143085,4.947802181652136,4.789934003156065,5.495120494096025
read,-1.8330948567519068,7.332685481349058,4.776377447288993,4.6292024830679175
carpet,1.8285316946604904,4.563280624567559,4.767769301056046,3.90787715684241
yet,5.4562283076265405,-1.3248566220907383,4.758511501182961,4.430116294233622
truth,5.781344441983614,-2.7926534252797928,4.757538340815411,3.985261893309215
realiti,1.949793895150438,4.565339491833433,4.753889930221793,5.242171644825968
skin,1.3920611042620503,4.985549107069814,4.7518916900473815,1.7909463313462517
grand,2.3684224664310265,4.3977217626145055,4.750154511304335,2.511703505098764
beach,2.4726953692498355,3.973961235854993,4.743545920205453,2.3294179929453978
question,7.395026616944313,-3.0665653808707507,4.733787397516245,4.911385283579095
drama,5.457632732773797,-2.1771545300061033,4.731406962101381,4.314404817957009
style,1.2792933500897123,4.765186454364754,4.731267452220082,4.451389105143642
histori,4.318302298172024,1.101672619517094,4.709100979580672,2.789641526591386
titl,1.4341224725907908,4.538132170302451,4.70632982548171,2.5750991053180097
real,-0.7577751334738589,6.257743993354445,4.700572726820327,4.995047855930966
sex,5.415104127554478,0.226363636987648,4.695392498216659,2.719500905067062
littl,0.33128243659879936,6.322962042730762,4.692768546939184,6.080076242002178
open,-0.05237942716006307,5.802993679760985,4.687661935301514,6.8127195619133385
inform,3.0328900310104783,3.604821544923456,4.686621757205424,3.4722493436759065
tonight,1.5203715501041082,4.9000273143103,4.675818346774388,2.4689400740339105
produc,0.7628374944157379,5.520046637591112,4.670191592177295,4.458157663533715
dark,0.7817056054810229,4.761710592864353,4.6546903742102845,2.318112800197507
art,-0.04546394898786924,5.61798129611131,4.6525060905678215,2.6013806632139085
act,6.807972988114748,-2.2992045586254433,4.646046608575011,4.297619972468028
georg,5.829759835023476,-0.07733286925705186,4.640601154782246,3.439656341896034
fashion,2.012719361085852,3.882856720641075,4.6384175148521,5.401253803880852
favorit,1.6130838797476603,4.57792267152439,4.637544508503954,3.918490924791082
incid,3.4410878425964575,3.0934382353291543,4.6291831915526735,3.6295942257430753
suit,1.2786518853850872,4.446700375756334,4.623889232898805,2.453316162180828
gone,5.749048621571127,-0.2005739489225337,4.62341582166995,2.0844800793925513
